Metabolites,ion,Kinases/Phosphatases,feature,coef,coef (abs),cor,pval,fdr
L-Citrulline,174.0900,CDC28,YBR160W,0.00186744370891,0.00186744370891,0.162932838768,0.407439060393,0.607542267568
Succinate,117.0200,CKB2,YOR039W,-0.00164296247434,0.00164296247434,-0.244675302229,0.20953314145,0.44597045647
L-Citrulline,174.0900,TPK1,YJL164C,0.00160759684862,0.00160759684862,0.0916340383006,0.642824909116,0.767734014678
dUDP,387.0000,CAK1,YFL029C,0.00153189185941,0.00153189185941,0.119070166651,0.546184397411,0.705838298193
Shikimate 5-phosphate,253.0100,CDC5,YMR001C,-0.00147317139022,0.00147317139022,-0.0676621777567,0.732273066624,0.828370440486
Succinate,117.0200,CDC28,YBR160W,0.00145566912312,0.00145566912312,-0.0442126973609,0.823228712489,0.901972328466
dUDP,387.0000,PRK1,YIL095W,-0.00143849202289,0.00143849202289,0.299447386359,0.121609473687,0.315933890403
Shikimate 5-phosphate,253.0100,PRK1,YIL095W,-0.00139201058844,0.00139201058844,-0.16524619298,0.400720954313,0.607542267568
IMP,347.0400,TEL1,YBL088C,0.00131531020219,0.00131531020219,-0.324603800037,0.0919274738773,0.266272682955
Shikimate 5-phosphate,253.0100,CLN2,YPL256C,0.00128019594706,0.00128019594706,0.12155929172,0.53776453258,0.705838298193
"D-Arabinono-1,4-lactone",147.0300,PRK1,YIL095W,0.00120407669428,0.00120407669428,0.021395382244,0.913944791113,0.9439101941
"D-Arabinono-1,4-lactone",147.0300,MPS1,YDL028C,0.00113538509708,0.00113538509708,0.167061248235,0.395494071983,0.604027309938
"D-Arabinono-1,4-lactone",147.0300,CDC28,YBR160W,-0.00107194791626,0.00107194791626,0.0267188899877,0.892642782274,0.93338581383
N-Acetyl-L-glutamyl 5-phosphate,268.0200,TEL1,YBL088C,0.00103140936286,0.00103140936286,-0.191691478459,0.328474064586,0.541016106378
Succinate,117.0200,CKB1,YGL019W,0.00100310606342,0.00100310606342,-0.242852968268,0.213053800884,0.44597045647
Pyruvate,87.0100,CDC28,YBR160W,-0.000858956545134,0.000858956545134,-0.180212641585,0.358794997107,0.581221905763
"D-Arabinono-1,4-lactone",147.0300,MEC1,YBR136W,0.000721191164495,0.000721191164495,-0.153923041655,0.434198386545,0.621693144371
Pyruvate,87.0100,RIM15,YFL033C,0.000641013769598,0.000641013769598,0.102553952668,0.603554420373,0.750612210934
IMP,347.0400,CLN2,YPL256C,-0.000528330911874,0.000528330911874,0.179379329072,0.361058626538,0.581221905763
Succinate,117.0200,CKA2,YOR061W,-0.00052746774735,0.00052746774735,-0.236554223745,0.225531130616,0.44597045647
Succinate,117.0200,CKA1,YIL035C,-0.000473902994258,0.000473902994258,-0.240198675855,0.218253287674,0.44597045647
Xanthine,151.0300,PRK1,YIL095W,0.000426441660351,0.000426441660351,0.143887512008,0.465095307439,0.647536008147
Xanthine,151.0300,MEC1,YBR136W,-0.000391409387383,0.000391409387383,-0.0583133621649,0.768186423967,0.860368794843
Shikimate 5-phosphate,253.0100,CDC28,YBR160W,0.000375552625592,0.000375552625592,-0.214700142304,0.272577432625,0.49204747859
Inosine,267.0700,TEL1,YBL088C,-0.000367003645402,0.000367003645402,-0.301718176408,0.118672340825,0.315933890403
Shikimate 5-phosphate,253.0100,TPK1,YJL164C,-0.000349102545464,0.000349102545464,0.101835916475,0.606105262391,0.750612210934
IMP,347.0400,PRK1,YIL095W,-0.000342639118788,0.000342639118788,0.163713589131,0.405164689394,0.607542267568
IMP,347.0400,MEC1,YBR136W,-0.000298815127334,0.000298815127334,-0.315152986766,0.102356219464,0.2865974145
Shikimate 5-phosphate,253.0100,TOR1,YJR066W,0.0,0.0,0.105360756702,0.593627077104,0.748894855445
Succinate,117.0200,CBK1,YNL161W,0.0,0.0,0.236496649092,0.225647397146,0.44597045647
Shikimate 5-phosphate,253.0100,MEC1,YBR136W,0.0,0.0,0.0166518154746,0.932975755363,0.951861904257
Xanthine,151.0300,TPK1,YJL164C,0.0,0.0,0.0924718675389,0.639776608922,0.767734014678
Shikimate 5-phosphate,253.0100,CBK1,YNL161W,0.0,0.0,-0.078945010766,0.689660098439,0.808345789798
Succinate,117.0200,TEL1,YBL088C,0.0,0.0,0.0727172553789,0.713076163716,0.820238608914
"D-Arabinono-1,4-lactone",147.0300,CKB2,YOR039W,0.0,0.0,-0.442132614865,0.0184852892067,0.0705801951528
"D-Arabinono-1,4-lactone",147.0300,CKB1,YGL019W,0.0,0.0,-0.444283366164,0.0178570630435,0.0692304597993
