site	YAL017W	YAR019C	YBL009W	YBL016W	YBL056W	YBL088C	YBR028C	YBR059C	YBR097W	YBR125C	YBR160W	YBR274W	YBR276C	YCR008W	YCR079W	YCR091W	YDL006W	YDL025C	YDL028C	YDL047W	YDL079C	YDL101C	YDL108W	YDL134C	YDL188C	YDL214C	YDL230W	YDR075W	YDR122W	YDR247W	YDR283C	YDR466W	YDR477W	YDR523C	YER129W	YFR014C	YGL021W	YGL059W	YGL179C	YGL180W	YGR040W	YGR123C	YGR188C	YGR203W	YGR262C	YHR030C	YHR076W	YHR082C	YHR135C	YIL035C	YIL042C	YIL095W	YIL113W	YIR026C	YJL095W	YJL106W	YJL128C	YJL164C	YJL165C	YJL187C	YJR059W	YJR066W	YKL048C	YKL101W	YKL116C	YKL126W	YKL139W	YKL161C	YKL166C	YKL168C	YKL171W	YKL198C	YLL010C	YLL019C	YLR019W	YLR096W	YLR113W	YLR240W	YLR248W	YLR362W	YLR433C	YML016C	YML057W	YMR104C	YMR139W	YMR216C	YMR291W	YNL020C	YNL032W	YNL099C	YNL154C	YNL161W	YNL298W	YNL307C	YNR031C	YNR032W	YOL016C	YOL045W	YOL100W	YOL113W	YOL128C	YOR061W	YOR090C	YOR119C	YOR208W	YOR231W	YOR233W	YOR267C	YOR351C	YPL026C	YPL031C	YPL042C	YPL140C	YPL141C	YPL150W	YPL179W	YPL203W	YPL204W	YPL236C	YPR054W	YPR073C	YPR106W	YPR111W	YPR161C
YDR169C_S337_T340		-0.02	-0.07400000000000001			-0.632				-0.23600000000000002	-0.187				0.156		0.147						-0.272				0.013000000000000001	0.161			0.182											0.09699999999999999				-0.256				-1.253		0.003	-0.12	0.10800000000000001			0.109	-0.019			-0.524		-0.171		0.23800000000000002	0.976	0.853							-0.298					0.085				0.085		-0.09699999999999999		0.441		-0.54			0.254				-0.125			-1.17					0.248		0.474	0.161	0.226	-0.036000000000000004				-0.258	0.128		-0.218		-0.22	-0.22399999999999998			0.40700000000000003		0.8075
YDR169C_S345_S348	0.446	0.18100000000000002			-0.075	0.152	-0.001		-1.854	-0.24		-0.39		0.29600000000000004	0.47600000000000003	-0.555		0.48200000000000004	-0.047		-0.19899999999999998	-0.8590000000000001	0.9259999999999999	0.032	0.555				0.41600000000000004	-0.24600000000000002		0.223		0.13699999999999998	0.29600000000000004	-0.195		0.21600000000000003	1.336	-0.128		0.076	-0.17	-0.7759999999999999	-0.843		0.13699999999999998	-0.106		-0.9009999999999999	0.40049999999999997		0.23800000000000002		-0.07200000000000001	-0.743	-0.11599999999999999		0.39899999999999997	0.057999999999999996	-0.018000000000000002	-0.281		0.048	-0.305			0.9635	0.528	0.34600000000000003	1.3085	-1.466	-0.053	0.805	0.382	0.158		-1.598	-0.34299999999999997	-0.08800000000000001			0.423	-0.217	0.14		0.124	1.346	0.555		0.09300000000000001		-0.45899999999999996	0.08	0.485				-0.474			0.218			-0.08800000000000001	0.345	-0.284	0.217		0.507		-0.002	-0.27	0.126				-0.604	-0.253		-0.214			-0.349
YDR169C_S348_S350																																	0.8340000000000001																																																																																											
YDR169C_S378_S382					0.19399999999999998	-1.215				-1.063	0.157					-0.773																																																													0.633		-0.175																		-0.038			-0.114																								-0.303
YDR169C_T334_S341																																			-1.659																																																					-0.037000000000000005																																				
YDR169C_T340_S341	0.0030000000000000027																																						0.561		-0.198										-0.6990000000000001																	0.201						0.6									0.325																																									
YDR170C_S777_S779					-0.15	-0.083										-0.564													-0.975											-0.061																	0.513		0.423	0.843																																							-1.02			-0.7290000000000001											0.5379999999999999	0.003										
YDR170C_S777_S780											0.998						-0.10300000000000001																																																														-0.579																																													
YDR170C_S779_S780														-0.8290000000000001																								-0.943							-0.851																	-0.156		-0.888						-1.025		0.141			-1.247																																																	
YDR170C_S792_S805																																																						-8.439																																																																						
YDR171W_S213_S214																	0.857						1.4469999999999998																0.8320000000000001												-0.23						-10.415			0.17								0.544											-10.225							2.647						0.02	-0.222	-3.245		-0.086									-0.877								-0.354	0.53										
YDR171W_S213_S214_S223																							1.393																																																																					1.557																																
YDR171W_S213_S215																								3.1460000000000004					0.026000000000000002								-0.3																0.565																							3.549																																																
YDR171W_S213_S215_S223																			0.88																																													8.51																																																												
YDR171W_S214_S215	1.119		-0.9079999999999999	0.306	0.9209999999999999		-0.133	0.828	0.6759999999999999	-1.149	-0.12300000000000001		1.8030000000000002	3.213	1.219	-1.185		1.087	0.607		-0.215	-0.414				1.149	-0.401	-1.5419999999999998		-0.27699999999999997	0.11900000000000001	0.599			0.309	0.374		0.688		-0.77	0.20800000000000002	-0.24	3.764		1.3259999999999998	-0.098	-0.022000000000000002	0.769				-1.807		0.525	0.522	-1.541		-0.652	-0.28800000000000003			-0.84	1.026	3.1189999999999998	-0.20199999999999999	2.231	-0.493		1.778	0.397	2.094	0.797			1.121		-3.549	0.649		0.9640000000000001		-0.498	0.745	0.462	0.638		-0.12300000000000001	1.4569999999999999		-0.41	0.259						-0.213	-1.274	-1.2309999999999999	-0.47600000000000003		0.289	0.125	-0.36			0.415	1.0090000000000001	0.44	-1.09		1.153			1.031	0.009000000000000001	-3.622	0.305	-1.187			-0.519	-1.03	
YDR171W_S214_S215_S223											0.195													7.447																			9.732999999999999																																																																																	
YDR171W_S214_S223																			0.17																																																																																																									
YDR178W_T18_T20	1.254						-1.245															-0.39399999999999996		7.731	-1.83	0.727	2.5180000000000002									-0.27899999999999997	-0.27899999999999997		0.613		-0.353		1.465	-0.37					-0.342	-0.537	1.541				0.42100000000000004									1.53				0.604					0.273	0.325							-0.687		1.9709999999999999			-2.447							0.037000000000000005			0.856							-1.42		1.249			1.867		0.21899999999999997					-0.024					-1.219			-0.24100000000000002	
YDR182W_S9_S12																																	-0.7240000000000001																												-0.5920000000000001																							-0.069					-0.688																	-0.373																		
YDR182W_S9_S15													-0.331					-1.128																											-2.4419999999999997																									-1.073		-1.2819999999999998																									-0.7240000000000001		-0.8109999999999999																									
YDR182W_T13_S15																								0.9109999999999999					1.2309999999999999																																																																																															
YDR186C_S602_S603																																																									-0.5529999999999999																																																									-0.436										
YDR186C_S602_T605											1.2590000000000001																																		1.412																									-0.10300000000000001																																																						0.29
YDR186C_S674_S684																		-1.251																																				-1.247																							0.012																				0.235			0.099		-1.0090000000000001																						
YDR207C_C94_T99_T103_S105															-0.259											-0.161							-0.664						-0.307												-0.927										-0.29699999999999993							-2.017			0.095																	0.517	-0.643																	-0.389																		
YDR207C_C94_T99_T103_S107					-0.253					-0.774	0.083	0.8170000000000001					0.326	-0.363												-0.018000000000000002				1.3259999999999998																-1.607							0.166			0.961			-0.284						0.48100000000000004										-0.061		-0.866									-1.0859999999999999																				-0.8009999999999999			0.461	-6.721				0.5					0.285	0.743
YDR207C_C94_T99_T103_S109																			0.011000000000000001													0.41200000000000003																																																															-0.455									0.386																				
YDR207C_S141_S150	-0.301			-0.08900000000000001	-0.081	-0.223		-0.29100000000000004		-0.133		-0.166	-0.8420000000000001			0.285	0.36700000000000005			-0.124							0.24			-0.198	-0.155	0.47700000000000004	0.040999999999999995	-0.07200000000000001	-0.207				0.057999999999999996	0.027999999999999997	0.42700000000000005						-0.083		-0.292	0.168	0.006					-0.2				0.183			-0.14400000000000002					-0.267						-0.295			-0.145		-0.223	-0.095							-1.092	-1.146	0.10400000000000001		-0.023	0.142					0.111	0.17		0.013000000000000001		-0.256				-0.196	0.21			-0.2075					0.055				-0.28300000000000003				-0.107	
YDR207C_S141_S155		-0.045					-0.001				0.032				-0.13699999999999998											-0.37		0.732								-0.903						0.19899999999999998	-0.267											-0.239			-0.11699999999999999	0.038							0.10800000000000001	-0.11699999999999999	-1.287				0.377										-0.055	0.086	0.08900000000000001					0.033								-0.14800000000000002									0.05				0.006		-0.675	-0.924	-0.162	-0.366				0.23199999999999998			-0.203	0.32	0.932	
YDR207C_S316_C332	-0.205	-0.41100000000000003	0.4345	-0.7295	-0.228		-0.034	0.6890000000000001	0.203	0.41	-0.00949999999999998	-0.386				2.3680000000000003	-0.007999999999999993	-0.532		-0.122	-0.20450000000000002	-0.478	0.11350000000000002	0.115	-0.23	0.133		0.4295			-0.318	0.28500000000000003		0.115	-0.299	-0.883	-0.20600000000000002		0.3955000000000001		-0.01100000000000001	0.027000000000000003	-0.278		-0.642	1.318	0.35200000000000004		-0.6194999999999999	-0.084	-0.528	0.226		-0.528	0.109	2.242	-0.372	0.741	0.251	0.11199999999999999	-1.376		0.0685		-0.1025	-0.532	-2.469	0.236			0.24600000000000002			0.373	0.883		-0.23199999999999998	0.44799999999999995	-0.415		-0.175	0.467	0.4094999999999999	0.006	0.861				0.5139999999999999	-0.542		0.135	-0.546	-0.9060000000000001	-0.7340000000000001		0.187	-0.6595		-0.35950000000000004	-0.34700000000000003	-0.172		-0.45799999999999996			0.055	-0.136	-0.0195	0.1385	-0.399	-0.237	0.5075000000000001	-5.067		0.871	1.1840000000000002	0.135	-0.051	0.318	0.121	1.158	-0.23950000000000002	
YDR207C_S321_C332			0.461		-0.131												0.397																0.731																													-0.363	-0.105	-1.3219999999999998																						0.135		0.7609999999999999							0.19899999999999998											-0.6779999999999999																		
YDR208W_T222_S225	0.784			0.326		-0.21600000000000003				-5.972	0.524	-0.639			0.7120000000000001	-0.168	-0.575		-0.146					0.038	-0.621				0.125		-0.136	-0.2	-0.172	-0.777	0.701	0.988			0.324		0.374		0.19		-1.244		0.14300000000000002			-0.139	0.624			0.077	0.32	-0.11900000000000001	1.0959999999999999				0.31		-0.5479999999999999		-0.2		-5.742999999999999	0.741		0.624		-6.91	0.674	0.7390000000000001	0.281		0.573		-0.858	0.408		0.183	0.644	-1.61				0.8959999999999999	0.557						-0.263	1.261	0.289	1.4240000000000002		-0.184		1.2309999999999999			0.355	1.5530000000000002			-0.052000000000000005	1.506		-0.865	0.8140000000000001	0.564	1.5290000000000001			-0.355		-0.175			1.271	-0.79
YDR216W_S180_S182														1.365																																																																																																														
YDR216W_S180_S183															-0.011000000000000001																																																																																																													
YDR216W_S182_S183																																																													-1.7690000000000001																																																															
YDR216W_S299_S304_Y310	0.975	-0.818	-0.384	-0.07200000000000001	-0.327		-0.175	-0.363		-2.7439999999999998	0.21899999999999997	0.18100000000000002	-0.858	0.244	-0.317		0.37	1.11	0.18100000000000002	0.579			-0.035	2.423	-0.3365	-0.066	-0.33	1.886	-0.508		0.17800000000000002	-0.5379999999999999	-0.7070000000000001		-0.388			-0.428	-0.231	-1.5630000000000002	1.111	-0.335	-0.7559999999999999		1.16	-0.39899999999999997	0.736				0.231	-0.23800000000000002	0.165	0.946	-0.17	-1.33	-1.0659999999999998			-0.898		-0.175	0.257	0.569	-1.7080000000000002	-0.08900000000000001	-0.044000000000000004	-0.127	1.381	-0.276	-1.5290000000000001	-0.8690000000000001	0.2		-0.10800000000000001	-0.6699999999999999	0.537				-1.1535	0.858	0.777	0.992	0.7120000000000001	4.912	1.515	-0.363	-0.344			0.33799999999999997	0.897			-0.727	0.765	1.197	0.434	0.3595	0.405	-0.652	-0.13	-0.677	-0.828	-1.9569999999999999	-0.7	-0.018000000000000002		-2.416			-0.035	-0.7609999999999999	0.162	0.344	0.273	0.5379999999999999	-0.10400000000000001	-0.447	-0.27699999999999997	0.445	0.373	-0.354
YDR229W_S55_S56																																												-0.258	-0.081																									1.906					0.6459999999999999																																																	
YDR229W_S55_S56_S59							0.7509999999999999							-0.249	0.509		-0.473	0.905		1.5730000000000002				0.943	0.036000000000000004	-0.43799999999999994	1.176		0.6970000000000001			-0.512	2.326		0.715	1.24		0.718							1.9909999999999999		0.33299999999999996				0.28600000000000003			-2.8489999999999998	-0.132		-0.268		-0.149		0.777	-0.665	-0.19						0.733	0.066			1.3630000000000002		-1.298		0.21650000000000003			0.32299999999999995	0.237		-0.858			-0.861		-0.978	-0.258				0.19899999999999998				0.043			0.036000000000000004	0.221					0.603				-0.002			-0.12	0.005							-0.28300000000000003		1.262	
YDR229W_S55_S59																																																															0.95																-0.221																												1.062						1.056				0.634							
YDR229W_S56_S59			-0.003	-0.74	-0.396	-0.914					-0.067		-1.127		0.609	0.341				1.1740000000000002			-1.097	-0.252				-0.059000000000000004	0.102		-0.162	-0.109			0.9940000000000001				0.18600000000000003	-1.0190000000000001	0.284					0.447	-0.9690000000000001				-0.557	0.17800000000000002						-0.048									-0.679	-0.371					-0.034	0.17600000000000002			0.187			0.51		-0.792			0.946		-0.43		0.738	-1.605					-1.9809999999999999	0.149	-0.434	-0.26899999999999996		-0.8809999999999999	0.376	-0.019		0.45399999999999996	-0.14					1.115	-1.3459999999999999					0.036000000000000004				-0.40700000000000003		-0.43200000000000005	0.68	
YDR239C_S342_S345_S348	-0.41700000000000004	-0.763	-0.094	-0.002		-1.482	0.748				-0.154		-0.797		-0.325				-0.024	-0.114				-0.124		0.33899999999999997		-0.39	0.611		-0.255	0.486	0.23199999999999998		0.488	-0.067	0.267		0.447		0.048	0.177	0.384			-0.226	-0.304		-2.11	0.49700000000000005	0.536	0.006		-0.22399999999999998	0.3	0.9	0.20199999999999999	-0.938		0.8490000000000001			0.818		0.39299999999999996	-0.006	-6.757000000000001	-0.077	-1.8869999999999998		-0.14400000000000002		0.625	-0.24600000000000002			0.355		0.29600000000000004		0.306	-0.024					-0.28300000000000003	0.294	-0.024	-0.267	-0.639	-0.581			-0.715		-0.013000000000000001	0.132		-0.263				0.115		-0.314	-0.146		-0.139	0.387	-2.19		1.077	0.5		-0.628	0.254	0.48700000000000004		-0.506		-0.502	-0.593	-0.7240000000000001
YDR251W_C735_S743																																																									0.139																																																																			
YDR251W_S659_S661										-0.29600000000000004				-0.39799999999999996					-0.10800000000000001				-0.192	-0.29600000000000004					-0.183				-2.0909999999999997					-0.73															0.067																			-0.10800000000000001	-0.9129999999999999																						-1.043		0.11599999999999999			0.11						-1.068													0.0					
YDR251W_S659_S664					-0.085	-0.055						-0.292				0.044000000000000004	-0.479	-1.4569999999999999							-0.981									-0.625		-0.33			-0.261	0.253					-0.415						-0.529						0.32299999999999995		-0.511	0.434								0.004	-1.131	0.535				-0.067	-0.528		0.086		-0.006					0.534			-0.925		-0.759				-0.713						-0.9390000000000001			-0.815											-0.622	-0.124							-0.23600000000000002		-0.358	
YDR251W_S659_T665		-0.654									0.667										0.299	-0.302									-0.14				-0.251												0.382																		-0.19399999999999998	-1.57																												0.428															-0.33799999999999997		-0.9329999999999999	-0.757												
YDR264C_S51_S57										-0.298	-0.21100000000000002			-0.542				-2.8169999999999997																			-1.8530000000000002	-1.982									0.27							-3.261		0.461					-1.2590000000000001																											-1.081	-0.9890000000000001										-0.053							-2.6039999999999996																		0.384
YDR266C_S53_C64_C67																			-0.096																																						0.09300000000000001			0.313			-0.868																-0.13699999999999998																																													
YDR266C_T57_C64_C67																	-0.18600000000000003							2.362																																																				-0.537																																																
YDR277C_S92_S93_S108						2.952			0.475		-0.434	0.898	-0.19899999999999998		-0.369		0.10800000000000001		0.38299999999999995		0.086	0.255	0.125				-0.562					0.142	-1.41	1.2930000000000001	2.909						0.147				-1.235		2.419		-1.2919999999999998					1.5230000000000001		1.258	-0.14400000000000002				0.445		0.142							-0.426	-0.341	-1.8719999999999999			0.348			0.17800000000000002	-0.59			2.565			0.563	-0.772	0.242	-0.226				-0.37200000000000005		1.045		0.18		-0.7140000000000001						0.426	0.048			0.41200000000000003					0.875	0.645	-0.515			-1.339						
YDR279W_Y136_S137_S139																								-7.324																																																	-7.125																													2.15																						
YDR283C_S569_S572						-0.457	-0.184					-0.19		-0.17800000000000002		-0.48700000000000004		-1.206	-0.255				-0.319	-1.057	-0.19				-0.565					-0.847	0.11599999999999999	0.092		-0.6779999999999999	-0.46299999999999997	0.165			-0.431		-1.044						-0.299			-1.073			0.64			0.314								0.002	-1.2990000000000002	-1.128		0.514	-1.061	0.066	-0.29		1.073			-0.134			-0.537			-0.508			-0.20600000000000002				0.172				0.49		-0.47600000000000003		-0.462	-0.688				-1.067							-0.4475	0.14							0.042			0.011000000000000001
YDR293C_S151_S152														0.629				-0.027999999999999997																										-0.11699999999999999																		-0.17800000000000002		0.035					1.186			-0.8490000000000001												-0.036000000000000004		-0.525													0.29600000000000004																									
YDR293C_S151_S155	-0.392											0.642					0.35100000000000003	-0.782		-0.11				-0.369	-0.225				-0.249						-0.152	0.028999999999999998			-0.177				-0.596		0.5429999999999999					0.14300000000000002	0.248			-0.815					-0.263									0.068	0.364	0.153		-0.332	-0.5710000000000001	-0.27699999999999997	0.141		0.425			0.12300000000000001	-0.154		-0.14800000000000002	0.096									0.551				-0.067				-0.171	-0.54						0.745													0.171		-0.09	
YDR293C_S152_S154											-1.215				-0.679															0.08	1.895						0.083				0.12																								0.78	0.685					0.115								-0.025			-0.107							0.17																				0.973						0.073			-1.036						
YDR293C_S152_S155			0.41700000000000004		-0.792	-0.325	-0.18899999999999997		-0.047	-1.158						-0.395			-0.071		-0.231	-0.094	-0.741					0.43		-0.33899999999999997	0.161	-0.076								-0.248		-0.365				-0.071						0.133					0.6920000000000001	-0.226		0.29100000000000004					0.039	-0.9420000000000001					0.075							-0.428	0.12300000000000001								0.7979999999999999	-0.031			-0.254			-0.243													-0.25		-0.059000000000000004		-0.433	-1.04	-0.268	-0.036000000000000004		-0.332	0.373		-0.423			-0.725		0.02
YDR293C_S154_S155			-0.573																																																																																																																									
YDR293C_S228_S231	-0.48700000000000004				-0.4365	0.03599999999999999				-0.898		0.501		-0.054000000000000006		-0.5814999999999999				-1.61				0.093					-0.0825			0.006999999999999985	-0.22	0.19399999999999998	0.443	0.054000000000000006		-0.126	0.1	0.0985											-0.158		-0.044				0.41800000000000004		-0.32849999999999996	-0.045999999999999985		-0.141		-0.583				0.077			-0.482		-0.7394999999999999	-0.6679999999999999		-0.27949999999999997	0.632		-0.1275	-0.1515			-0.141		-0.003			-0.262	-0.4235				0.367				0.0775		-0.499	0.0935		-1.334	-0.294			-1.4069999999999998							-1.0035	-0.364					0.10800000000000001					
YDR293C_S480_S489_S492																																																											-0.535																																																																	
YDR293C_S480_S492																								-1.006					-0.843																																												-1.4140000000000001																																																			
YDR293C_S481_S489_S492																																																																								-0.215																																																				
YDR293C_S481_S492																		-0.16899999999999998																																-0.43200000000000005																			0.6759999999999999								0.292													0.705							0.175			0.301		-0.743																	0.10300000000000001		0.529			
YDR293C_S481_T494																																																																																																																						-1.13						
YDR293C_S487_S491																																													0.775																									0.021		-0.11199999999999999			0.184																																																	
YDR293C_S487_S492																			-0.40399999999999997																																																																																					-0.191																				
YDR293C_S489_S492											-0.263												-0.073																																																																					-0.195																										0.325						0.396
YDR293C_S492_T494											0.017																																																																																																																	
YDR293C_T150_S151_S152																																																																																		0.281																																										
YDR293C_T227_S228	-0.14400000000000002							-0.507										-0.762							-0.45299999999999996																			0.441	-0.325		0.19399999999999998				-0.027000000000000003																		0.21100000000000002	0.152		-1.358			0.172						0.17300000000000001		-0.109	-0.331		-0.13	0.40700000000000003								-0.094						-0.064							0.377											-0.06		0.243			-0.12300000000000001
YDR293C_T482_S489_S492		-0.386																															-0.373																												-1.505																								0.109				-1.056																	-1.3219999999999998																		0.34
YDR293C_T482_S489_T494																																													0.693																																																																															
YDR293C_T482_S492	0.047		0.263	-0.249	-0.040999999999999995	-0.628			-0.358	0.036000000000000004		0.907		-0.006	-0.179	-0.225	0.606			-0.428	-0.20199999999999999	0.057999999999999996			-0.31	-0.09	0.136	-0.153		0.115	0.069	-0.159	-0.33299999999999996	0.035	-0.33399999999999996	0.209		-0.106	0.017	0.265		-0.6709999999999999	-0.331	0.433		-0.401	-0.628	0.22699999999999998			0.7759999999999999		-0.18600000000000003	-0.616		-0.304	0.26	-0.292	0.6809999999999999	0.7090000000000001	-0.43	0.705	0.09699999999999999	0.629	0.221	0.968					0.12300000000000001			-0.049		-0.483		-0.636		-0.442		-0.7929999999999999	-0.051	0.765	0.21600000000000003	0.11800000000000001	0.778	0.07200000000000001	-0.265		-0.23		1.092	-0.741	-0.428				0.5489999999999999				0.35100000000000003		0.17	-0.44799999999999995	-0.35	0.29	-0.295	-0.10400000000000001	-0.256	-0.542	-0.172	0.34		-0.248	-0.201					-0.7859999999999999	0.379	
YDR293C_T482_T494																																																																															0.228																																													
YDR299W_C356_S379																																																																																																																							1.514					
YDR299W_S372_S379																				0.998																																																																																																								
YDR299W_S41_S44					-0.159	-1.195				-0.474		0.39899999999999997	0.294	0.132			0.381	-1.449		-0.09699999999999999				-0.743		-0.38299999999999995	0.14		-0.6409999999999999					-0.778			0.006999999999999999	0.355		-0.33				0.899	-0.06		1.084	-0.884	0.18899999999999997						-1.405		0.34		-0.6970000000000001	0.67	-0.084	0.47100000000000003		-0.08900000000000001					-0.9540000000000001	0.307			0.001		0.446							0.688	-0.371	-0.623		-0.59		-1.777								-0.435				-0.02	-0.125		-0.054000000000000006		-0.002	-0.048		-0.046					0.175	-0.284	-0.079					-1.919	-0.005			
YDR299W_S41_Y46		-0.08900000000000001			-0.226	-0.502		-0.9840000000000001		-0.166	0.12300000000000001				-0.75	-0.16899999999999998			0.222				-0.92					1.0390000000000001		-0.335	0.075									-0.267	0.282	-0.46299999999999997				-0.289						0.586	-0.29			-0.715		-0.7559999999999999		0.7929999999999999					0.231						-0.81	-0.9990000000000001				-0.24100000000000002				-0.063					0.028999999999999998							0.41100000000000003			-0.624			1.422	0.39899999999999997					0.015								-0.7809999999999999					0.012	0.684	-0.478					0.493
YDR309C_S219_T221	1.056																	-0.649						1.847					0.588				0.271						0.037000000000000005				1.159								1.173																	0.003	1.183				1.7309999999999999	-0.048									1.04	0.42499999999999993			1.49														0.131					1.143																		
YDR310C_S613_S616																																																											0.9790000000000001											-1.006					-0.664										0.708																																							
YDR310C_S614_S616																				1.045															-0.792																																										0.784																																															0.428
YDR310C_T28_S40										1.5519999999999998		-0.099												-1.7519999999999998					-0.43799999999999994	-1.24									0.2						-0.046			0.81		-0.523	0.07200000000000001		0.017	0.873			-0.133		-1.01	1.579								0.41	1.432	-1.053		-0.10099999999999999		-0.59	0.19399999999999998	-0.16	0.863		-0.063					-0.632													0.467			0.025	-0.04																	-1.3230000000000002			0.46799999999999997		0.51	
YDR320C_S310_S312																	0.9440000000000001																																																																																																											
YDR320C_T314_S315																																																																																																																						0.742						
YDR324C_S363_Y369																																0.217							0.361			-0.21		0.248			-0.444		-0.109		0.11900000000000001											0.358						0.10099999999999999						0.154														0.389						0.43													-0.301								0.326		0.557							
YDR324C_S395_S397	-0.25			0.43200000000000005						0.256								0.113				0.515									-0.064										1.015												-0.044000000000000004	1.923											-0.23199999999999998	0.131	0.768		0.537							-0.397							0.171	-0.74	0.6779999999999999									0.585				1.8319999999999999				1.105						0.48100000000000004	-0.298	-0.765	0.245	-0.254	0.307	-0.875									-0.09	
YDR326C_S397_S411																																	-5.541																												-0.159																																																															
YDR328C_S45_S49_S51																																	-8.652999999999999																												-1.252												-6.457000000000001																													-6.112																						
YDR329C_S112_S115_S118																		0.369																											-0.99																											1.452			-0.62																								0.154																									
YDR348C_S113_S114																																	-0.07																	-0.544																																																																							0.018000000000000002			
YDR348C_S113_S121																																			0.128						0.198	0.292		-0.237			-0.106	0.358																																-0.092											-0.313							-0.049																										
YDR348C_S113_S126																																																	0.873																																																																											
YDR348C_S114_S121																																											-0.541																					-0.06																																	-0.002																											
YDR348C_S114_T116																																							-0.05												0.23600000000000002				-0.765													-0.254						-0.27899999999999997						-0.406															0.52		-0.06			0.124															0.052000000000000005					0.07				
YDR348C_S195_S197_T199		0.23399999999999999						-0.85			-0.33299999999999996								0.61				0.14							-0.38799999999999996																																							1.6280000000000001																							-0.14												1.127														-0.743			0.392			-0.028999999999999998
YDR348C_S45_S49					0.049	-0.636										-0.08900000000000001	0.446																									0.7440000000000001																																					0.025								0.083			0.109					-0.027000000000000003																													
YDR348C_S45_T47			-0.254					-0.10800000000000001																																						-0.278						-0.888														1.245																																				-0.066															-1.2429999999999999							
YDR348C_S60_S64																																																																											2.435																																																	
YDR348C_S61_S64								-0.109		-0.897	1.0859999999999999					-0.23600000000000002			0.067																					-0.935													-0.11800000000000001			-0.94				-0.254			-0.012																																																							0.898	0.054000000000000006					0.034
YDR348C_T116_S121									0.991	-0.418									-0.042		-0.027000000000000003	-0.23399999999999999				0.258						0.767																								-0.6659999999999999											0.235											1.005						0.027999999999999997			0.467					-0.039		0.57								1.676		-0.195		-0.040999999999999995							0.708	0.25										
YDR348C_T116_S126																								1.443					1.76			0.58																																																																																												
YDR348C_T304_S307																				3.367																																																																																																								
YDR348C_T47_S49	0.061			0.265			-0.182		0.703			0.040999999999999995			-0.436						-0.29600000000000004	-1.001			-0.435			-0.171	-0.18	-0.081			0.233	0.354	-0.56	0.045			-0.307				0.267				-0.504			-0.337	0.7090000000000001				-0.513	-0.573		-0.32			-0.455						0.298	-0.991			0.562		-1.339	-0.013999999999999999			0.365	0.452		-0.483	-0.18100000000000002							-0.017	-0.131											0.172	-0.292									-1.073	-0.64									-0.057		-0.07400000000000001	-0.38299999999999995	
YDR348C_T59_S64																																										0.581																														0.41600000000000004							-0.115																																													
YDR348C_Y31_T47_S49																																															0.0																																																																													
YDR351W_Y713_S715													-0.7090000000000001	0.19399999999999998				1.085							0.66	-0.6579999999999999				2.135								0.185	0.33299999999999996		0.7509999999999999			-1.7080000000000002					-0.322																			1.033	0.024			-6.652			0.413										-0.163	0.18										0.027000000000000003		-0.009000000000000001							-0.19			0.14							0.9940000000000001									
YDR358W_S372_S375																																																																							0.557																	-0.209																				0.8959999999999999																
YDR358W_S374_S375	0.664																																																																																																																											
YDR358W_S374_S378																																							0.541																													0.5760000000000001						0.9990000000000001							0.305																																										0.755	
YDR358W_S375_S378					-0.36	-0.617							-0.262	-0.455	0.303	-0.38799999999999996		-0.048						-0.47700000000000004					0.15			0.174					-0.294	0.135		0.062							0.161			-0.826				-1.24	0.154							-0.946							0.314			0.293	-0.405				-0.115			0.14400000000000002		0.08199999999999999	0.599													0.302	0.005			0.038		0.522								0.45299999999999996										0.021				
YDR358W_S375_T384																			-0.475				0.348																														0.932																							1.912																0.387												0.48700000000000004																				
YDR359C_S969_T971																																																																								2.278																																																				
YDR363W_S125_S126_S128																																	-1.35																																																																									-0.831																		
YDR363W_S71_S73_S76	0.5579999999999999																																1.005																																																		1.249																							0.49200000000000005																		
YDR365C_S223_S225	2.494												-0.47200000000000003					0.1	0.494	0.805				-0.8759999999999999					-0.52				1.472																								-0.076						-0.574									-0.7435					-0.898						3.3339999999999996	0.978					-0.515								-0.11699999999999999					-0.8370000000000001		0.858		1.069				7.11				-0.6940000000000001							-0.139			
YDR365C_S367_S369_S372	0.11900000000000001	-1.8715000000000002					0.017				0.3695	1.604	-0.111		1.393		0.9590000000000001		-0.29500000000000004				-0.8575	-2.3040000000000003	-1.308	1.1340000000000001			-1.262			-0.9329999999999999	0.5975000000000001	0.054000000000000006		1.102		2.082	0.109		0.541		-1.062				2.0069999999999997			-0.47600000000000003	0.9840000000000001		-0.165	-1.124	-1.974				0.191	2.037	0.071		-0.7	1.855				0.281			1.045		-4.5785	-0.23600000000000002		0.134			1.124		-0.8740000000000001		0.784				0.831	0.145	-1.112	0.985		0.1745	1.045		-0.36200000000000004			-0.7559999999999999	1.69		-1.936	-4.0095	1.8730000000000002	-0.121		0.8074999999999999				0.113				0.369				1.215		-0.294	0.491		-0.09300000000000001	-0.44
YDR365C_T220_S223	6.53																																																																																		7.513999999999999																																									
YDR365C_T220_S225												1.45																								1.84	-1.6159999999999999		2.22				-1.158								3.05			-2.3930000000000002														2.123						1.5959999999999999							-0.33399999999999996						2.128						0.7040000000000001																											-0.973				
YDR369C_S444_S445_T453					0.444	1.499				2.248						1.056	1.4469999999999998																							0.479																	-1.7269999999999999			-0.8390000000000001			0.6890000000000001																-0.006																																			-1.3719999999999999										
