id	name	formula	mz	mod	ion
C01233	sn-glycero-3-Phosphoethanolamine	C5H14NO6P	214.0479381	-H(+)	375
C01557	Bergapten	C12H8O4	215.0325851	-H(+)	379
C11434	2-C-Methyl-D-erythritol 4-phosphate	C5H13O7P	215.0325851	-H(+)	379
C05644	3-Methylindolepyruvate	C12H11NO3	216.0603086	-H(+)	384
C04020	N2-(D-1-Carboxyethyl)-L-lysine	C9H18N2O4	217.1166823	-H(+)	388
C00140	N-Acetyl-D-glucosamine	C8H15NO6	220.0830615	-H(+)	395
C00645	N-Acetyl-D-mannosamine	C8H15NO6	220.0830615	-H(+)	395
C01132	N-Acetyl-D-galactosamine	C8H15NO6	220.0830615	-H(+)	395
C11512	Methyl jasmonate	C13H20O3	223.1335308	-H(+)	401
C16318	(+)-7-Isomethyljasmonate	C13H20O3	223.1335308	-H(+)	401
C06424	Tetradecanoic acid	C14H28O2	227.2023724	-H(+)	410
C03090	5-Phosphoribosylamine	C5H12NO7P	228.0294055	-H(+)	411
C00117	D-Ribose 5-phosphate	C5H11O8P	229.0131522	-H(+)	414
C00199	D-Ribulose 5-phosphate	C5H11O8P	229.0131522	-H(+)	414
C00231	D-Xylulose 5-phosphate	C5H11O8P	229.0131522	-H(+)	414
C00620	alpha-D-Ribose 1-phosphate	C5H11O8P	229.0131522	-H(+)	414
C01101	L-Ribulose 5-phosphate	C5H11O8P	229.0131522	-H(+)	414
C01112	D-Arabinose 5-phosphate	C5H11O8P	229.0131522	-H(+)	414
C03291	L-Xylulose 5-phosphate	C5H11O8P	229.0131522	-H(+)	414
C03737	alpha-D-Xylose 1-phosphate	C5H11O8P	229.0131522	-H(+)	414
C03906	beta-L-Arabinose 1-phosphate	C5H11O8P	229.0131522	-H(+)	414
C06441	L-Xylulose 1-phosphate	C5H11O8P	229.0131522	-H(+)	414
C03415	N2-Succinyl-L-ornithine	C9H16N2O5	231.0994018	-H(+)	417
C04390	"N6-Acetyl-LL-2,6-diaminoheptanedioate"	C9H16N2O5	231.0994018	-H(+)	417
C15767	gamma-Glutamyl-gamma-aminobutyrate	C9H16N2O5	231.0994018	-H(+)	417
C03684	6-Pyruvoyltetrahydropterin	C9H11N5O3	236.078277	-H(+)	427
C04666	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate	C6H11N2O6P	237.0287454	-H(+)	430
C00491	L-Cystine	C6H12N2O4S2	239.0212532	-H(+)	435
C00299	Uridine	C9H12N2O6	243.0606757	-H(+)	447
C02067	Pseudouridine	C9H12N2O6	243.0606757	-H(+)	447
C00669	gamma-L-Glutamyl-L-cysteine	C8H14N2O5S	249.0551721	-H(+)	456
C13453	Xanthoxin	C15H22O3	249.1478499	-H(+)	457
C05401	3-beta-D-Galactosyl-sn-glycerol	C9H18O8	253.0912845	-H(+)	468
C11546	2-(beta-D-Glucosyl)-sn-glycerol	C9H18O8	253.0912845	-H(+)	468
C08362	(9Z)-Hexadecenoic acid	C16H30O2	253.2175732	-H(+)	469
C00249	Hexadecanoic acid	C16H32O2	255.2354592	-H(+)	478
C00352	D-Glucosamine 6-phosphate	C6H14NO8P	258.0367496	-H(+)	495
C01283	1-Amino-1-deoxy-scyllo-inositol 4-phosphate	C6H14NO8P	258.0367496	-H(+)	495
C06156	alpha-D-Glucosamine 1-phosphate	C6H14NO8P	258.0367496	-H(+)	495
C06377	D-Galactosamine 6-phosphate	C6H14NO8P	258.0367496	-H(+)	495
C12213	Kanosamine 6-phosphate	C6H14NO8P	258.0367496	-H(+)	495
C12214	Aminofructose 6-phosphate	C6H14NO8P	258.0367496	-H(+)	495
C00085	D-Fructose 6-phosphate	C6H13O9P	259.0226222	-H(+)	497
C00092	D-Glucose 6-phosphate	C6H13O9P	259.0226222	-H(+)	497
C00103	D-Glucose 1-phosphate	C6H13O9P	259.0226222	-H(+)	497
C00275	D-Mannose 6-phosphate	C6H13O9P	259.0226222	-H(+)	497
C00446	alpha-D-Galactose 1-phosphate	C6H13O9P	259.0226222	-H(+)	497
C00636	D-Mannose 1-phosphate	C6H13O9P	259.0226222	-H(+)	497
C00663	beta-D-Glucose 1-phosphate	C6H13O9P	259.0226222	-H(+)	497
C00668	alpha-D-Glucose 6-phosphate	C6H13O9P	259.0226222	-H(+)	497
C01094	D-Fructose 1-phosphate	C6H13O9P	259.0226222	-H(+)	497
C01097	D-Tagatose 6-phosphate	C6H13O9P	259.0226222	-H(+)	497
C01113	D-Galactose 6-phosphate	C6H13O9P	259.0226222	-H(+)	497
C01172	beta-D-Glucose 6-phosphate	C6H13O9P	259.0226222	-H(+)	497
C01177	Inositol 1-phosphate	C6H13O9P	259.0226222	-H(+)	497
C02888	Sorbose 1-phosphate	C6H13O9P	259.0226222	-H(+)	497
C03267	beta-D-Fructose 2-phosphate	C6H13O9P	259.0226222	-H(+)	497
C03546	myo-Inositol 4-phosphate	C6H13O9P	259.0226222	-H(+)	497
C04006	1D-myo-Inositol 3-phosphate	C6H13O9P	259.0226222	-H(+)	497
C05345	beta-D-Fructose 6-phosphate	C6H13O9P	259.0226222	-H(+)	497
C06019	D-arabino-Hex-3-ulose 6-phosphate	C6H13O9P	259.0226222	-H(+)	497
C15926	L-Galactose 1-phosphate	C6H13O9P	259.0226222	-H(+)	497
C04148	alpha-N-Phenylacetyl-L-glutamine	C13H16N2O4	263.0978231	-H(+)	501
C05642	Formyl-N-acetyl-5-methoxykynurenamine	C13H16N2O4	263.0978231	-H(+)	501
C16344	Heptadecatrienoic acid	C17H28O2	263.2001752	-H(+)	502
C00294	Inosine	C10H12N4O5	267.0728682	-H(+)	512
C11544	2(alpha-D-Mannosyl)-D-glycerate	C9H16O9	267.0728682	-H(+)	512
C10503	(-)-Medicarpin	C16H14O4	269.0866412	-H(+)	519
C01218	6-Phospho-2-dehydro-D-gluconate	C6H11O10P	273.0037787	-H(+)	531
C04037	1-Phospho-alpha-D-galacturonate	C6H11O10P	273.0037787	-H(+)	531
C05385	D-Glucuronate 1-phosphate	C6H11O10P	273.0037787	-H(+)	531
C14899	3-Dehydro-L-gulonate 6-phosphate	C6H11O10P	273.0037787	-H(+)	531
C00449	"N6-(L-1,3-Dicarboxypropyl)-L-lysine"	C11H20N2O6	275.1254906	-H(+)	535
C17745	"1-(3,4-Dihydroxyphenyl)-1-decene-3,5-dione"	C16H20O4	275.1254906	-H(+)	535
C06426	"(6Z,9Z,12Z)-Octadecatrienoic acid"	C18H30O2	277.2152012	-H(+)	541
C06427	"(9Z,12Z,15Z)-Octadecatrienoic acid"	C18H30O2	277.2152012	-H(+)	541
C01595	Linoleate	C18H32O2	279.233774	-H(+)	550
C00712	(9Z)-Octadecenoic acid	C18H34O2	281.2493311	-H(+)	558
C01530	Octadecanoic acid	C18H36O2	283.2661649	-H(+)	566
C05382	Sedoheptulose 7-phosphate	C7H15O10P	289.0340019	-H(+)	596
C07836	D-glycero-D-manno-Heptose 7-phosphate	C7H15O10P	289.0340019	-H(+)	596
C07838	D-glycero-D-manno-Heptose 1-phosphate	C7H15O10P	289.0340019	-H(+)	596
C03406	N-(L-Arginino)succinate	C10H18N4O6	289.1219693	-H(+)	597
C01226	12-OPDA	C18H28O3	291.2012215	-H(+)	600
C04672	"(9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoic acid"	C18H28O3	291.2012215	-H(+)	600
C16319	Etherolenic acid	C18H28O3	291.2012215	-H(+)	600
C16320	Colnelenic acid	C18H28O3	291.2012215	-H(+)	600
C16324	"9,10-EOT"	C18H28O3	291.2012215	-H(+)	600
C16325	10-OPDA	C18H28O3	291.2012215	-H(+)	600
C10462	[6]-Gingerol	C17H26O4	293.178764	-H(+)	607
C14825	9(10)-EpOME	C18H32O3	295.2293867	-H(+)	616
C14826	12(13)-EpOME	C18H32O3	295.2293867	-H(+)	616
C00170	5'-Methylthioadenosine	C11H15N5O3S	296.0823193	-H(+)	618
C00319	Sphingosine	C18H37NO2	298.2728617	-H(+)	629
C02934	3-Dehydrosphinganine	C18H37NO2	298.2728617	-H(+)	629
C06046	Salidroside	C14H20O7	299.1131752	-H(+)	632
C00777	Retinoate	C20H28O2	299.2024318	-H(+)	633
C06517	(S)-6-O-Methylnorlaudanosoline	C17H19NO4	300.1181887	-H(+)	636
C06087	Abietate	C20H30O2	301.2174319	-H(+)	642
C06428	"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid"	C20H30O2	301.2174319	-H(+)	642
C09118	Isopimaric acid	C20H30O2	301.2174319	-H(+)	642
C11874	Kaur-16-en-18-oic acid	C20H30O2	301.2174319	-H(+)	642
C11888	L-Pimaric acid	C20H30O2	301.2174319	-H(+)	642
C11889	Neoabietic acid	C20H30O2	301.2174319	-H(+)	642
C12077	Palustric acid	C20H30O2	301.2174319	-H(+)	642
C05906	Leucocyanidin	C15H14O7	305.0622243	-H(+)	648
C12127	(+)-Gallocatechin	C15H14O7	305.0622243	-H(+)	648
C12136	(-)-Epigallocatechin	C15H14O7	305.0622243	-H(+)	648
C03242	"(8Z,11Z,14Z)-Icosatrienoic acid"	C20H34O2	305.2472817	-H(+)	650
C13273	18-Hydroxygeranylgeraniol	C20H34O2	305.2472817	-H(+)	650
C16522	Icosatrienoic acid	C20H34O2	305.2472817	-H(+)	650
C00051	Glutathione	C10H17N3O6S	306.0768399	-H(+)	651
C12392	Stealthin C	C18H13NO4	306.0768399	-H(+)	651
C09183	Sclareol	C20H36O2	307.2657147	-H(+)	658
C16525	Icosadienoic acid	C20H36O2	307.2657147	-H(+)	658
C00270	N-Acetylneuraminate	C11H19NO9	308.0973008	-H(+)	660
C16526	Icosenoic acid	C20H38O2	309.2819283	-H(+)	669
C11810	Norajmaline	C20H25NO2	310.1777012	-H(+)	672
C04717	"(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid"	C18H32O4	311.2232078	-H(+)	680
C14827	9(S)-HPODE	C18H32O4	311.2232078	-H(+)	680
C06425	Icosanoic acid	C20H40O2	311.2968676	-H(+)	682
C18015	Momilactone A	C20H26O3	313.181629	-H(+)	685
C06093	Gibberellin A12 aldehyde	C20H28O3	315.1972581	-H(+)	692
C14717	"15-Deoxy-delta-12,14-PGJ2"	C20H28O3	315.1972581	-H(+)	692
C18016	"3beta-Hydroxy-9beta-pimara-7,15-diene-19,6beta-olide"	C20H28O3	315.1972581	-H(+)	692
C12144	Phytosphingosine	C18H39NO3	316.2869482	-H(+)	696
C05909	Leucodelphinidin	C15H14O8	321.065228	-H(+)	702
C00055	CMP	C9H14N3O8P	322.0457397	-H(+)	704
C05822	3'-CMP	C9H14N3O8P	322.0457397	-H(+)	704
C00105	UMP	C9H13N2O9P	323.0288599	-H(+)	707
C01168	Pseudouridine 5'-phosphate	C9H13N2O9P	323.0288599	-H(+)	707
C01368	3'-UMP	C9H13N2O9P	323.0288599	-H(+)	707
C05174	(S)-Cheilanthifoline	C19H19NO4	324.1205813	-H(+)	710
C06429	"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid"	C22H32O2	327.2357003	-H(+)	722
C16513	"(7Z,10Z,13Z,16Z,19Z)-Docosa-7,10,13,16,19-pentaenoic acid"	C22H34O2	329.255034	-H(+)	726
C05949	12-Keto-leukotriene B4	C20H30O4	333.2069985	-H(+)	737
C05953	Prostaglandin A2	C20H30O4	333.2069985	-H(+)	737
C05954	Prostaglandin B2	C20H30O4	333.2069985	-H(+)	737
C05955	Prostaglandin C2	C20H30O4	333.2069985	-H(+)	737
C05957	Prostaglandin J2	C20H30O4	333.2069985	-H(+)	737
C05958	delta-12-Prostaglandin J2	C20H30O4	333.2069985	-H(+)	737
C14815	"5,6-Epoxytetraene"	C20H30O4	333.2069985	-H(+)	737
C10434	5-O-Caffeoylshikimic acid	C16H16O8	335.0730441	-H(+)	743
C02165	Leukotriene B4	C20H32O4	335.2312817	-H(+)	744
C04822	8(R)-HPETE	C20H32O4	335.2312817	-H(+)	744
C05356	5(S)-HPETE	C20H32O4	335.2312817	-H(+)	744
C05965	12(S)-HPETE	C20H32O4	335.2312817	-H(+)	744
C05966	15(S)-HPETE	C20H32O4	335.2312817	-H(+)	744
C14781	"15H-11,12-EETA"	C20H32O4	335.2312817	-H(+)	744
C14808	Hepoxilin A3	C20H32O4	335.2312817	-H(+)	744
C14810	Hepoxilin B3	C20H32O4	335.2312817	-H(+)	744
C14812	12(R)-HPETE	C20H32O4	335.2312817	-H(+)	744
C14813	"11H-14,15-EETA"	C20H32O4	335.2312817	-H(+)	744
C14820	11(R)-HPETE	C20H32O4	335.2312817	-H(+)	744
C14821	9(S)-HPETE	C20H32O4	335.2312817	-H(+)	744
C14823	8(S)-HPETE	C20H32O4	335.2312817	-H(+)	744
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	C9H15N4O8P	337.0547977	-H(+)	751
C00354	"D-Fructose 1,6-bisphosphate"	C6H14O12P2	338.9893513	-H(+)	758
C00665	"beta-D-Fructose 2,6-bisphosphate"	C6H14O12P2	338.9893513	-H(+)	758
C01220	"1D-myo-Inositol 1,4-bisphosphate"	C6H14O12P2	338.9893513	-H(+)	758
C01231	"alpha-D-Glucose 1,6-bisphosphate"	C6H14O12P2	338.9893513	-H(+)	758
C03785	"D-Tagatose 1,6-bisphosphate"	C6H14O12P2	338.9893513	-H(+)	758
C04062	"D-myo-Inositol 1,3-bisphosphate"	C6H14O12P2	338.9893513	-H(+)	758
C04063	"D-myo-Inositol 3,4-bisphosphate"	C6H14O12P2	338.9893513	-H(+)	758
C05378	"beta-D-Fructose 1,6-bisphosphate"	C6H14O12P2	338.9893513	-H(+)	758
C08281	Docosanoic acid	C22H44O2	339.3280228	-H(+)	761
C15658	6-(alpha-D-Glucosaminyl)-1D-myo-inositol	C12H23NO10	340.1229789	-H(+)	763
C00089	Sucrose	C12H22O11	341.1088246	-H(+)	770
C00185	Cellobiose	C12H22O11	341.1088246	-H(+)	770
C00208	Maltose	C12H22O11	341.1088246	-H(+)	770
C00243	Lactose	C12H22O11	341.1088246	-H(+)	770
C00252	Isomaltose	C12H22O11	341.1088246	-H(+)	770
C01083	"alpha,alpha-Trehalose"	C12H22O11	341.1088246	-H(+)	770
C01235	alpha-D-Galactosyl-(1->3)-1D-myo-inositol	C12H22O11	341.1088246	-H(+)	770
C05400	Epimelibiose	C12H22O11	341.1088246	-H(+)	770
C05402	Melibiose	C12H22O11	341.1088246	-H(+)	770
C09190	Strigol	C19H22O6	345.1376455	-H(+)	784
C02140	Corticosterone	C21H30O4	345.2020347	-H(+)	785
C05488	11-Deoxycortisol	C21H30O4	345.2020347	-H(+)	785
C00020	AMP	C10H14N5O7P	346.055867	-H(+)	786
C00362	dGMP	C10H14N5O7P	346.055867	-H(+)	786
C01367	3'-AMP	C10H14N5O7P	346.055867	-H(+)	786
C01137	S-Adenosylmethioninamine	C14H23N6O3S	354.1546992	-H(+)	807
C10682	Matairesinol	C20H22O6	357.1351438	-H(+)	817
C00144	GMP	C10H14N5O8P	362.051578	-H(+)	827
C06193	Guanosine 3'-phosphate	C10H14N5O8P	362.051578	-H(+)	827
C18239	Precursor Z	C10H14N5O8P	362.051578	-H(+)	827
C04734	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide	C10H15N4O9P	365.0473773	-H(+)	836
C01103	Orotidine 5'-phosphate	C10H13N2O11P	367.0206593	-H(+)	840
C05956	Prostaglandin G2	C20H32O6	367.2126337	-H(+)	842
C05962	6-Keto-prostaglandin E1	C20H32O6	367.2126337	-H(+)	842
C05964	11-Dehydro-thromboxane B2	C20H32O6	367.2126337	-H(+)	842
C08320	Tetracosanoic acid	C24H48O2	367.3588432	-H(+)	844
C06628	4-Hydroxy-6-methylpretetramide	C20H15NO7	380.0703222	-H(+)	872
C00705	dCDP	C9H15N3O10P2	386.0236342	-H(+)	892
C01852	Secologanin	C17H24O10	387.1291734	-H(+)	896
C12369	Tetracenomycin B3	C21H14O8	393.0579378	-H(+)	907
C00019	S-Adenosyl-L-methionine	C15H22N6O5S	397.1250455	-H(+)	922
C00112	CDP	C9H15N3O11P2	402.0148183	-H(+)	931
C00015	UDP	C9H14N2O12P2	402.9970473	-H(+)	934
C01243	"1D-myo-Inositol 1,3,4-trisphosphate"	C6H15O15P3	418.9592104	-H(+)	969
C01245	"D-myo-Inositol 1,4,5-trisphosphate"	C6H15O15P3	418.9592104	-H(+)	969
C00689	"alpha,alpha'-Trehalose 6-phosphate"	C12H23O14P	421.0757799	-H(+)	975
C02591	Sucrose 6'-phosphate	C12H23O14P	421.0757799	-H(+)	975
C02995	Maltose 6'-phosphate	C12H23O14P	421.0757799	-H(+)	975
C05396	Lactose 6-phosphate	C12H23O14P	421.0757799	-H(+)	975
C16688	Sucrose 6-phosphate	C12H23O14P	421.0757799	-H(+)	975
C00068	Thiamin diphosphate	C12H19N4O7P2S	424.0451057	-H(+)	979
C08426	Sinalbin	C14H19NO10S2	424.0451057	-H(+)	979
C00008	ADP	C10H15N5O10P2	426.0229958	-H(+)	981
C00054	"Adenosine 3',5'-bisphosphate"	C10H15N5O10P2	426.0229958	-H(+)	981
C00361	dGDP	C10H15N5O10P2	426.0229958	-H(+)	981
C15808	4alpha-Methylzymosterol-4-carboxylate	C29H46O3	441.3371877	-H(+)	1010
C06229	Fe(III)dicitrate	C12H22FeO14	445.0256348	-H(+)	1018
C17250	Glucolesquerellin	C14H27NO9S3	448.0707378	-H(+)	1023
C00440	5-Methyltetrahydrofolate	C20H25N7O6	458.1900206	-H(+)	1041
C01747	Psychosine	C24H47NO7	460.3308568	-H(+)	1046
C00063	CTP	C9H16N3O14P3	481.9808158	-H(+)	1094
C00075	UTP	C9H15N2O15P3	482.9621415	-H(+)	1096
C04895	"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine"	C9H16N5O13P3	493.9859371	-H(+)	1115
C07031	N-Acetyl-O-demethylpuromycin	C23H29N7O6	498.2233404	-H(+)	1126
C00492	Raffinose	C18H32O16	503.1649265	-H(+)	1134
C01835	Maltotriose	C18H32O16	503.1649265	-H(+)	1134
C05404	D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose	C18H32O16	503.1649265	-H(+)	1134
C06219	Cellotriose	C18H32O16	503.1649265	-H(+)	1134
C00002	ATP	C10H16N5O13P3	505.986539	-H(+)	1137
C00053	3'-Phosphoadenylyl sulfate	C10H15N5O13P2S	505.986539	-H(+)	1137
C00286	dGTP	C10H16N5O13P3	505.986539	-H(+)	1137
C00081	ITP	C10H15N4O14P3	506.9650835	-H(+)	1139
C05122	Taurocholate	C26H45NO7S	514.2841328	-H(+)	1150
C11991	L-Olivosyl-oleandolide	C26H44O10	515.287462	-H(+)	1154
C11930	"dTDP-2,6-dideoxy-D-glycero-hex-2-enos-4-ulose"	C16H22N2O14P2	527.0500269	-H(+)	1170
C12384	Premithramycin A1	C27H28O12	543.1552687	-H(+)	1198
C00029	UDP-glucose	C15H24N2O17P2	565.0464784	-H(+)	1230
C00052	UDP-D-galactose	C15H24N2O17P2	565.0464784	-H(+)	1230
C12002	5-O-beta-D-Mycaminosyltylonolide	C31H51NO10	596.3336033	-H(+)	1290
C00096	GDP-mannose	C16H25N5O16P2	604.0660547	-H(+)	1301
C00394	GDP-glucose	C16H25N5O16P2	604.0660547	-H(+)	1301
C02280	GDP-L-galactose	C16H25N5O16P2	604.0660547	-H(+)	1301
C15925	GDP-L-gulose	C16H25N5O16P2	604.0660547	-H(+)	1301
C00043	UDP-N-acetyl-D-glucosamine	C17H27N3O17P2	606.0735076	-H(+)	1306
C00203	UDP-N-acetyl-D-galactosamine	C17H27N3O17P2	606.0735076	-H(+)	1306
C01170	UDP-N-acetyl-D-mannosamine	C17H27N3O17P2	606.0735076	-H(+)	1306
C00127	Glutathione disulfide	C20H32N6O12S2	611.1476184	-H(+)	1314
C05811	2-Octaprenyl-6-hydroxyphenol	C46H70O2	653.5320441	-H(+)	1375
C00004	NADH	C21H29N7O14P2	664.1163382	-H(+)	1389
C05812	2-Octaprenyl-6-methoxyphenol	C47H72O2	667.5508834	-H(+)	1395
C07204	Vincristine	C46H56N4O10	823.3965895	-H(+)	1576
C12216	Mycobactin S	C44H69N5O10	826.4891702	-H(+)	1578
C02335	beta-Alanyl-CoA	C24H41N8O17P3S	837.1561857	-H(+)	1597
C05797	Pheophytin a	C55H74N4O5	869.5533433	-H(+)	1637
C05307	Chlorophyll b	C55H70MgN4O6	905.4913001	-H(+)	1659
